,,,,PRODUCTO,,,,,,,,COSTO,,,,PRECIO,,,PROYECCION,,,,,,,VENTA REAL,,,,
MXNH42282084|G10297184,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,FLOR GRANDE CENTRO BRILLANTE VERDE,ACERO,MUJER,ORO,$27.37,$0.20,$0.08,$0.05,,$27.70,$138.50,150,130,$27.70,$61.15,$51.15,,,,,,$27.70,-$13.85,-$4.16,-$9.70,$0.00
MXNH42282084|G10297184,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,FLOR GRANDE CENTRO BRILLANTE VERDE,ACERO,MUJER,ORO,$27.37,$0.20,$0.08,$0.05,,$27.70,$138.50,150,130,$27.70,$61.15,$51.15,,,,,,$27.70,-$13.85,-$4.16,-$9.70,$0.00
MXNH42282084|G10297184,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,FLOR GRANDE CENTRO BRILLANTE VERDE,ACERO,MUJER,ORO,$27.37,$0.20,$0.08,$0.05,,$27.70,$138.50,150,130,$27.70,$61.15,$51.15,,,,,,$27.70,-$13.85,-$4.16,-$9.70,$0.00
MXNH40136450|18K oro Real Shell A- 1034,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,CONCHA GRANDE,ACERO,MUJER,ORO,$17.25,$0.20,$0.08,$0.05,,$17.58,$87.90,150,130,$17.58,$66.21,$56.21,,,,,,$17.58,-$8.79,-$2.64,-$6.15,$0.00
MXNH40136450|18K oro Real Shell A- 1034,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,CONCHA GRANDE,ACERO,MUJER,ORO,$17.25,$0.20,$0.08,$0.05,,$17.58,$87.90,150,130,$17.58,$66.21,$56.21,,,,,,$17.58,-$8.79,-$2.64,-$6.15,$0.00
MXNH40136450|18K oro Real Shell A- 1034,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,CONCHA GRANDE,ACERO,MUJER,ORO,$17.25,$0.20,$0.08,$0.05,,$17.58,$87.90,150,130,$17.58,$66.21,$56.21,,,,,,$17.58,-$8.79,-$2.64,-$6.15,$0.00
MXNH38437474|24 oro,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,TRES LINEAS CON LUNITA Y SOLECITO,ACERO,MUJER,ORO,$15.18,$0.20,$0.08,$0.05,,$15.51,$77.55,150,130,$15.51,$67.25,$57.25,,,17/05/2025,MULTI,130,$15.51,$57.25,$17.17,$40.07,$130.00
MXNH38437474|24 oro,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,TRES LINEAS CON LUNITA Y SOLECITO,ACERO,MUJER,ORO,$15.18,$0.20,$0.08,$0.05,,$15.51,$77.55,150,130,$15.51,$67.25,$57.25,,,,,,$15.51,-$7.76,-$2.33,-$5.43,$0.00
MXNH38437474|24 oro,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,TRES LINEAS CON LUNITA Y SOLECITO,ACERO,MUJER,ORO,$15.18,$0.20,$0.08,$0.05,,$15.51,$77.55,150,130,$15.51,$67.25,$57.25,,,,,,$15.51,-$7.76,-$2.33,-$5.43,$0.00
MXNH40136454|18K oro Real gran corazón 604,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,CORAZON GRANDE CON CENTRO CORAZON,ACERO,MUJER,ORO,$19.09,$0.20,$0.08,$0.05,,$19.42,$97.10,150,130,$19.42,$65.29,$55.29,,,,,,$19.42,-$9.71,-$2.91,-$6.80,$0.00
MXNH40136454|18K oro Real gran corazón 604,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,CORAZON GRANDE CON CENTRO CORAZON,ACERO,MUJER,ORO,$19.09,$0.20,$0.08,$0.05,,$19.42,$97.10,150,130,$19.42,$65.29,$55.29,,,,,,$19.42,-$9.71,-$2.91,-$6.80,$0.00
MXNH30315839|Anillo hidráulico-Oro-07,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,LINEAS PEGADAS CON V,ACERO,MUJER,ORO,$11.04,$0.20,$0.08,$0.05,,$11.37,$56.85,130,100,$11.37,$59.32,$44.32,,,,,,$11.37,-$5.69,-$1.71,-$3.98,$0.00
MXNH30315839|Anillo hidráulico-Oro-07,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,LINEAS PEGADAS CON V,ACERO,MUJER,ORO,$11.04,$0.20,$0.08,$0.05,,$11.37,$56.85,130,100,$11.37,$59.32,$44.32,,,,,,$11.37,-$5.69,-$1.71,-$3.98,$0.00
MXNH41881913|04 18K trébol de oro Real,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,FLOR CON PERLA EN EL CENTRO,ACERO,MUJER,ORO,$11.04,$0.20,$0.08,$0.05,,$11.37,$56.85,130,100,$11.37,$59.32,$44.32,,,,,,$11.37,-$5.69,-$1.71,-$3.98,$0.00
MXNH41881913|04 18K trébol de oro Real,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,FLOR CON PERLA EN EL CENTRO,ACERO,MUJER,ORO,$11.04,$0.20,$0.08,$0.05,,$11.37,$56.85,130,100,$11.37,$59.32,$44.32,,,,,,$11.37,-$5.69,-$1.71,-$3.98,$0.00
MXNH37325038|JZ6157|Apertura ajustable,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,CORAZON CUADRADO DE ORILLAS,ACERO,MUJER,ORO,$17.94,$0.20,$0.08,$0.05,,$18.27,$91.35,130,100,$18.27,$55.87,$40.87,,,,,,$18.27,-$9.14,-$2.74,-$6.39,$0.00
MXNH37325038|JZ6157|Apertura ajustable,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,CORAZON CUADRADO DE ORILLAS,ACERO,MUJER,ORO,$17.94,$0.20,$0.08,$0.05,,$18.27,$91.35,130,100,$18.27,$55.87,$40.87,,,,,,$18.27,-$9.14,-$2.74,-$6.39,$0.00
MXNH37363462|Plata|Ajustable,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,CORAZON PLISADO,ACERO,MUJER,PLATA,$14.03,$0.20,$0.08,$0.05,,$14.36,$71.80,130,100,$14.36,$57.82,$42.82,,,,,,$14.36,-$7.18,-$2.15,-$5.03,$0.00
MXNH37363462|Plata|Ajustable,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,CORAZON PLISADO,ACERO,MUJER,PLATA,$14.03,$0.20,$0.08,$0.05,,$14.36,$71.80,130,100,$14.36,$57.82,$42.82,,,,,,$14.36,-$7.18,-$2.15,-$5.03,$0.00
MXNH37363461|Oro|Ajustable,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,CORAZON PLISADO,ACERO,MUJER,ORO,$19.55,$0.20,$0.08,$0.05,,$19.88,$99.40,130,100,$19.88,$55.06,$40.06,,,,,,$19.88,-$9.94,-$2.98,-$6.96,$0.00
MXNH37363461|Oro|Ajustable,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,CORAZON PLISADO,ACERO,MUJER,ORO,$19.55,$0.20,$0.08,$0.05,,$19.88,$99.40,130,100,$19.88,$55.06,$40.06,,,,,,$19.88,-$9.94,-$2.98,-$6.96,$0.00
MXNH42271143|Jz7032|Oro,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,ANILLO FLOR HUECA GRANDE,ACERO,MUJER,PLATA,$21.16,$0.20,$0.08,$0.05,,$21.49,$107.45,130,100,$21.49,$54.26,$39.26,,,,,,$21.49,-$10.75,-$3.22,-$7.52,$0.00
MXNH42271143|Jz7032|Oro,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,ANILLO FLOR HUECA GRANDE,ACERO,MUJER,PLATA,$21.16,$0.20,$0.08,$0.05,,$21.49,$107.45,130,100,$21.49,$54.26,$39.26,,,,,,$21.49,-$10.75,-$3.22,-$7.52,$0.00
MXNH41974759|G11207261g-1,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,DELGADO ONDULADO CON HOJITA PUNTITO BRILLANTITO,ACERO,MUJER,ORO,$19.55,$0.20,$0.08,$0.05,,$19.88,$99.40,130,100,$19.88,$55.06,$40.06,,,23/05/2025,CRITERIUM,100,$19.88,$40.06,$12.02,$28.04,$100.00
MXNH40475146|Anillo de oro,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,ONDAS PEGADAS HACIA ARRIBA,ACERO,MUJER,ORO,$16.79,$0.20,$0.08,$0.05,,$17.12,$85.60,130,100,$17.12,$56.44,$41.44,,,,,,$17.12,-$8.56,-$2.57,-$5.99,$0.00
MXNH40475146|Anillo de oro,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,ONDAS PEGADAS HACIA ARRIBA,ACERO,MUJER,ORO,$16.79,$0.20,$0.08,$0.05,,$17.12,$85.60,130,100,$17.12,$56.44,$41.44,,,,,,$17.12,-$8.56,-$2.57,-$5.99,$0.00
MXNH40728214|Anillo de oro,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,VIBORA OJOS NEGROS,ACERO,MUJER,ORO,$20.24,$0.20,$0.08,$0.05,,$20.57,$102.85,130,100,$20.57,$54.72,$39.72,,,,,,$20.57,-$10.29,-$3.09,-$7.20,$0.00
MXNH40728214|Anillo de oro,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,VIBORA OJOS NEGROS,ACERO,MUJER,ORO,$20.24,$0.20,$0.08,$0.05,,$20.57,$102.85,130,100,$20.57,$54.72,$39.72,,,,,,$20.57,-$10.29,-$3.09,-$7.20,$0.00
MXNH41974613|G12047252,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,ANILLO CON PERLA GRANDE,ACERO,MUJER,ORO,$24.15,$0.20,$0.08,$0.05,,$24.48,$122.40,130,100,$24.48,$52.76,$37.76,,,,,,$24.48,-$12.24,-$3.67,-$8.57,$0.00
MXNH41974613|G12047252,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,ANILLO CON PERLA GRANDE,ACERO,MUJER,ORO,$24.15,$0.20,$0.08,$0.05,,$24.48,$122.40,130,100,$24.48,$52.76,$37.76,,,,,,$24.48,-$12.24,-$3.67,-$8.57,$0.00
MXNH41091528|Plata|Ajustable,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,SOL PLISADO,ACERO,MUJER,PLATA,$14.49,$0.20,$0.08,$0.05,,$14.82,$74.10,130,100,$14.82,$57.59,$42.59,,,,,,$14.82,-$7.41,-$2.22,-$5.19,$0.00
MXNH41091528|Plata|Ajustable,PENDIENTE,NIHAOJEWELRY,15/04/2025,19/04/2025,SOL PLISADO,ACERO,MUJER,PLATA,$14.49,$0.20,$0.08,$0.05,,$14.82,$74.10,130,100,$14.82,$57.59,$42.59,,,,,,$14.82,-$7.41,-$2.22,-$5.19,$0.00
MXNH42408554|Hoja de Ginkgo de Color acero,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,GING KO PLATA,ACERO,MUJER,PLATA,$10.12,$0.20,$0.08,$0.05,,$10.45,$52.25,130,100,$10.45,$59.78,$44.78,,,,,,$10.45,-$5.23,-$1.57,-$3.66,$0.00
MXNH42408554|Hoja de Ginkgo de Color acero,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,GING KO PLATA,ACERO,MUJER,PLATA,$10.12,$0.20,$0.08,$0.05,,$10.45,$52.25,130,100,$10.45,$59.78,$44.78,,,,,,$10.45,-$5.23,-$1.57,-$3.66,$0.00
MX32540332|Amor [diamante Rojo]],OK,NIHAOJEWELRY,15/04/2025,19/04/2025,CORAZON ROJO BRILLANTE,ACERO,MUJER,ORO,$30.82,$0.20,$0.08,$0.05,,$31.15,$155.75,150,130,$31.15,$59.43,$49.43,,,,,,$31.15,-$15.58,-$4.67,-$10.90,$0.00
MX32540332|Amor [diamante Rojo]],OK,NIHAOJEWELRY,15/04/2025,19/04/2025,CORAZON ROJO BRILLANTE,ACERO,MUJER,ORO,$30.82,$0.20,$0.08,$0.05,,$31.15,$155.75,150,130,$31.15,$59.43,$49.43,,,,,,$31.15,-$15.58,-$4.67,-$10.90,$0.00
MX39825861|Plata|Ajustable,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,VIBORA OJOS NEGROS,ACERO,MUJER,PLATA,$14.03,$0.20,$0.08,$0.05,,$14.36,$71.80,130,100,$14.36,$57.82,$42.82,,,,,,$14.36,-$7.18,-$2.15,-$5.03,$0.00
MXNH40392133|Oro|Ajustable,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,"LINEAS ROMBO QUE SE UNEN, UNAS LISAS Y OTRAS PLISADAS",ACERO,MUJER,ORO,$16.79,$0.20,$0.08,$0.05,,$17.12,$85.60,130,100,$17.12,$56.44,$41.44,,,,,,$17.12,-$8.56,-$2.57,-$5.99,$0.00
MXNH40392133|Oro|Ajustable,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,"LINEAS ROMBO QUE SE UNEN, UNAS LISAS Y OTRAS PLISADAS",ACERO,MUJER,ORO,$16.79,$0.20,$0.08,$0.05,,$17.12,$85.60,130,100,$17.12,$56.44,$41.44,,,,,,$17.12,-$8.56,-$2.57,-$5.99,$0.00
MXNH38437486|Oro 36,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,LINEAS PEGADAS CON V,ACERO,MUJER,ORO,$15.18,$0.20,$0.08,$0.05,,$15.51,$77.55,130,100,$15.51,$57.25,$42.25,,,,,,$15.51,-$7.76,-$2.33,-$5.43,$0.00
MXNH38437486|Oro 36,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,LINEAS PEGADAS CON V,ACERO,MUJER,ORO,$15.18,$0.20,$0.08,$0.05,,$15.51,$77.55,130,100,$15.51,$57.25,$42.25,,,,,,$15.51,-$7.76,-$2.33,-$5.43,$0.00
MX38340283|Blanco de abril,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,BRILLANTITO MINI MINI BLANCO,ACERO,MUJER,ORO,$12.88,$0.20,$0.08,$0.05,,$13.21,$66.05,130,100,$13.21,$58.40,$43.40,,,,,,$13.21,-$6.61,-$1.98,-$4.62,$0.00
MX38340283|Blanco de abril,PENDIENTE,NIHAOJEWELRY,15/04/2025,19/04/2025,BRILLANTITO MINI MINI BLANCO,ACERO,MUJER,ORO,$12.88,$0.20,$0.08,$0.05,,$13.21,$66.05,130,100,$13.21,$58.40,$43.40,,,,,,$13.21,-$6.61,-$1.98,-$4.62,$0.00
MXNH37533764|Oro,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,CABALLITO DE MAR,ACERO,MUJER,ORO,$38.64,$0.20,$0.08,$0.05,,$38.97,$194.85,150,130,$38.97,$55.52,$45.52,,,,,,$38.97,-$19.49,-$5.85,-$13.64,$0.00
MXNH37533764|Oro,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,CABALLITO DE MAR,ACERO,MUJER,ORO,$38.64,$0.20,$0.08,$0.05,,$38.97,$194.85,150,130,$38.97,$55.52,$45.52,,,,,,$38.97,-$19.49,-$5.85,-$13.64,$0.00
MX34563134|Plata|Ajustable,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,CORAZONES SEGUIDOS,ACERO,MUJER,PLATA,$10.81,$0.20,$0.08,$0.05,,$11.14,$55.70,130,100,$11.14,$59.43,$44.43,,,,,,$11.14,-$5.57,-$1.67,-$3.90,$0.00
MX34563134|Plata|Ajustable,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,CORAZONES SEGUIDOS,ACERO,MUJER,PLATA,$10.81,$0.20,$0.08,$0.05,,$11.14,$55.70,130,100,$11.14,$59.43,$44.43,,,,,,$11.14,-$5.57,-$1.67,-$3.90,$0.00
MXNH30701988|Color acero-JR094|N. ° 7,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,VIBORA SENCILLA PLATA,ACERO,MUJER,PLATA,$10.81,$0.20,$0.08,$0.05,,$11.14,$55.70,130,100,$11.14,$59.43,$44.43,,,30/05/2025,TAJAMAR,130,$11.14,$59.43,$17.83,$41.60,$130.00
MXNH30701988|Color acero-JR094|N. ° 7,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,VIBORA SENCILLA PLATA,ACERO,MUJER,PLATA,$10.81,$0.20,$0.08,$0.05,,$11.14,$55.70,130,100,$11.14,$59.43,$44.43,,,,,,$11.14,-$5.57,-$1.67,-$3.90,$0.00
MX38340289|10 rosa,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,BRILLANTITO MINI MINI ROSA,ACERO,MUJER,ORO,$12.88,$0.20,$0.08,$0.05,,$13.21,$66.05,130,100,$13.21,$58.40,$43.40,,,,,,$13.21,-$6.61,-$1.98,-$4.62,$0.00
MX38340289|10 rosa,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,BRILLANTITO MINI MINI ROSA,ACERO,MUJER,ORO,$12.88,$0.20,$0.08,$0.05,,$13.21,$66.05,130,100,$13.21,$58.40,$43.40,,,,,,$13.21,-$6.61,-$1.98,-$4.62,$0.00
MXNH39154637|Multicolor-amarillo dorado|Talla Única|Fsy542-Verde,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,GOTITA VERDE BRILLANTE,ACERO,MUJER,ORO,$19.55,$0.20,$0.08,$0.05,,$19.88,$99.40,130,100,$19.88,$55.06,$40.06,,,,,,$19.88,-$9.94,-$2.98,-$6.96,$0.00
MXNH42324045|F230,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,MARGARITA PETALOS ALARGADOS,ACERO,MUJER,PLATA,$17.94,$0.20,$0.08,$0.05,,$18.27,$91.35,130,100,$18.27,$55.87,$40.87,,,,,,$18.27,-$9.14,-$2.74,-$6.39,$0.00
MXNH42324045|F230,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,MARGARITA PETALOS ALARGADOS,ACERO,MUJER,PLATA,$17.94,$0.20,$0.08,$0.05,,$18.27,$91.35,130,100,$18.27,$55.87,$40.87,,,,,,$18.27,-$9.14,-$2.74,-$6.39,$0.00
MXNH42281457|Jz6824g,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,SOL CON LUNA ADENTRO,ACERO,MUJER,ORO,$19.55,$0.20,$0.08,$0.05,,$19.88,$99.40,130,100,$19.88,$55.06,$40.06,,,18/05/2025,MULTI,120,$19.88,$50.06,$15.02,$35.04,$120.00
MXNH42281457|Jz6824g,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,SOL CON LUNA ADENTRO,ACERO,MUJER,ORO,$19.55,$0.20,$0.08,$0.05,,$19.88,$99.40,130,100,$19.88,$55.06,$40.06,,,,,,$19.88,-$9.94,-$2.98,-$6.96,$0.00
MXNH42324043|C8916,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,SOL CON CARA,ACERO,MUJER,PLATA,$21.85,$0.20,$0.08,$0.05,,$22.18,$110.90,130,100,$22.18,$53.91,$38.91,,,,,,$22.18,-$11.09,-$3.33,-$7.76,$0.00
MXNH42324043|C8916,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,SOL CON CARA,ACERO,MUJER,PLATA,$21.85,$0.20,$0.08,$0.05,,$22.18,$110.90,130,100,$22.18,$53.91,$38.91,,,,,,$22.18,-$11.09,-$3.33,-$7.76,$0.00
MXNH36622394|TR4257,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,CORAZON NEGRO CON OJO,ACERO,MUJER,ORO,$21.85,$0.20,$0.08,$0.05,,$22.18,$110.90,130,100,$22.18,$53.91,$38.91,,,15/05/2025,FARO,120,$22.18,$48.91,$14.67,$34.24,$120.00
MXNH36622394|TR4257,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,CORAZON NEGRO CON OJO,ACERO,MUJER,ORO,$21.85,$0.20,$0.08,$0.05,,$22.18,$110.90,130,100,$22.18,$53.91,$38.91,,,04/06/2025,FARO,120,$22.18,$48.91,$14.67,$34.24,$120.00
MXNH41366974|TR4296,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,TRES LINEAS CON GOTAS TRANSPARENTES DE COLORES,ACERO,MUJER,ORO,$30.36,$0.20,$0.08,$0.05,,$30.69,$153.45,150,130,$30.69,$59.66,$49.66,,,,,,$30.69,-$15.35,-$4.60,-$10.74,$0.00
MXNH41974473|G8316979,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,ROMBO CON LUCES,ACERO,MUJER,ORO,$14.72,$0.20,$0.08,$0.05,,$15.05,$75.25,130,100,$15.05,$57.48,$42.48,,,,,,$15.05,-$7.53,-$2.26,-$5.27,$0.00
MXNH41974473|G8316979,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,ROMBO CON LUCES,ACERO,MUJER,ORO,$14.72,$0.20,$0.08,$0.05,,$15.05,$75.25,130,100,$15.05,$57.48,$42.48,,,,,,$15.05,-$7.53,-$2.26,-$5.27,$0.00
MXNH33580067|Plata|Ajustable,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,ANILLO TRES LINEAS IRREGULARES QUE SE UNEN,ACERO,MUJER,PLATA,$10.58,$0.20,$0.08,$0.05,,$10.91,$54.55,130,100,$10.91,$59.55,$44.55,,,15/05/2025,FARO,120,$10.91,$54.55,$16.36,$38.18,$120.00
MXNH33580067|Plata|Ajustable,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,ANILLO TRES LINEAS IRREGULARES QUE SE UNEN,ACERO,MUJER,PLATA,$10.58,$0.20,$0.08,$0.05,,$10.91,$54.55,130,100,$10.91,$59.55,$44.55,,,,,,$10.91,-$5.46,-$1.64,-$3.82,$0.00
MXNH42213524|Negro|Talla Única|13mm,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,TREBOL NEGRO GRUESO,ACERO,MUJER,ORO,$16.56,$0.20,$0.08,$0.05,,$16.89,$84.45,130,100,$16.89,$56.56,$41.56,,,,,,$16.89,-$8.45,-$2.53,-$5.91,$0.00
MXNH42213524|Negro|Talla Única|13mm,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,TREBOL NEGRO GRUESO,ACERO,MUJER,ORO,$16.56,$0.20,$0.08,$0.05,,$16.89,$84.45,130,100,$16.89,$56.56,$41.56,,,,,,$16.89,-$8.45,-$2.53,-$5.91,$0.00
MXNH40029287|Oro,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,CORAZON PLISADO RELLENO ROSA,ACERO,MUJER,ORO,$19.55,$0.20,$0.08,$0.05,,$19.88,$99.40,130,100,$19.88,$55.06,$40.06,,,18/05/2025,MULTI,150,$19.88,$65.06,$19.52,$45.54,$150.00
MXNH40136460|Caracol oro Real 18K,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,CARACOL GRANDE CON PERLITAS,ACERO,MUJER,ORO,$18.40,$0.20,$0.08,$0.05,,$18.73,$93.65,130,100,$18.73,$55.64,$40.64,,,,,,$18.73,-$9.37,-$2.81,-$6.56,$0.00
MXNH40136460|Caracol oro Real 18K,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,CARACOL GRANDE CON PERLITAS,ACERO,MUJER,ORO,$18.40,$0.20,$0.08,$0.05,,$18.73,$93.65,130,100,$18.73,$55.64,$40.64,,,,,,$18.73,-$9.37,-$2.81,-$6.56,$0.00
MXNH40136458|18K hoja de loto de oro Real,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,CIRCULO PLISADO GRANDE CON CUADRITO AZUL,ACERO,MUJER,ORO,$18.40,$0.20,$0.08,$0.05,,$18.73,$93.65,130,100,$18.73,$55.64,$40.64,,,,,,$18.73,-$9.37,-$2.81,-$6.56,$0.00
MXNH40136458|18K hoja de loto de oro Real,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,CIRCULO PLISADO GRANDE CON CUADRITO AZUL,ACERO,MUJER,ORO,$18.40,$0.20,$0.08,$0.05,,$18.73,$93.65,130,100,$18.73,$55.64,$40.64,,,,,,$18.73,-$9.37,-$2.81,-$6.56,$0.00
MXNH40136453|18K oro Real redondo A- 703,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,CIRCULO PLISADO,ACERO,MUJER,ORO,$17.71,$0.20,$0.08,$0.05,,$18.04,$90.20,130,100,$18.04,$55.98,$40.98,,,,,,$18.04,-$9.02,-$2.71,-$6.31,$0.00
MXNH40136453|18K oro Real redondo A- 703,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,CIRCULO PLISADO,ACERO,MUJER,ORO,$17.71,$0.20,$0.08,$0.05,,$18.04,$90.20,130,100,$18.04,$55.98,$40.98,,,,,,$18.04,-$9.02,-$2.71,-$6.31,$0.00
MXNH40470978|Multicolor|Estilo 2,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,OVALO PLISADO CON OVALO VERDE CLARO,ACERO,MUJER,ORO,$28.98,$0.20,$0.08,$0.05,,$29.31,$146.55,150,130,$29.31,$60.35,$50.35,,,,,,$29.31,-$14.66,-$4.40,-$10.26,$0.00
MXNH40470978|Multicolor|Estilo 2,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,OVALO PLISADO CON OVALO VERDE CLARO,ACERO,MUJER,ORO,$28.98,$0.20,$0.08,$0.05,,$29.31,$146.55,150,130,$29.31,$60.35,$50.35,,,,,,$29.31,-$14.66,-$4.40,-$10.26,$0.00
MX39918088|Anillo de oro,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,DOS OVALOS QUE SE UNEN UNO HUECO Y OTRO RELLENO,ACERO,MUJER,ORO,$22.54,$0.20,$0.08,$0.05,,$22.87,$114.35,130,100,$22.87,$53.57,$38.57,,,29/05/2025,FARO,150,$22.87,$63.57,$19.07,$44.50,$150.00
MX39918080|Anillo de oro,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,DOS OVALOS QUE SE UNEN RELLENOS,ACERO,MUJER,PLATA,$22.31,$0.20,$0.08,$0.05,,$22.64,$113.20,130,100,$22.64,$53.68,$38.68,,,16/05/2025,MULTI,130,$22.64,$53.68,$16.10,$37.58,$130.00
MXNH39748005|Oro,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,ANILLO DEDO PULPO,ACERO,MUJER,ORO,$36.45,$0.20,$0.08,$0.05,,$36.78,$183.90,150,130,$36.78,$56.61,$46.61,,,,,,$36.78,-$18.39,-$5.52,-$12.87,$0.00
MXNH39748005|Oro,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,ANILLO DEDO ESTRELLA DE MAR,ACERO,MUJER,ORO,$36.45,$0.20,$0.08,$0.05,,$36.78,$183.90,150,130,$36.78,$56.61,$46.61,,,,,,$36.78,-$18.39,-$5.52,-$12.87,$0.00
MXNH40393845|Oro|Ajustable,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,CUATRO LINEAS QUE SE ABREN,ACERO,MUJER,ORO,$16.79,$0.20,$0.08,$0.05,,$17.12,$85.60,130,100,$17.12,$56.44,$41.44,,,,,,$17.12,-$8.56,-$2.57,-$5.99,$0.00
MX33489436|HF-J1398-Oro|Apertura ajustable,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,DOS LINEAS CON HOJAS DENTRO,ACERO,MUJER,ORO,$23.00,$0.20,$0.08,$0.05,,$23.33,$116.65,130,100,$23.33,$53.34,$38.34,,,,,,$23.33,-$11.67,-$3.50,-$8.17,$0.00
MXNH37362928|18K oro Real|Tortuga,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,TORTUGA,ACERO,MUJER,ORO,$15.87,$0.20,$0.08,$0.05,,$16.20,$81.00,130,100,$16.20,$56.90,$41.90,,,08/06/2025,ULTRAMAR,120,$16.20,$51.90,$15.57,$36.33,$120.00
MXNH42260482|Sd206 plata|US4,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,DELGADO CON BRILLANTITO BLANCO,ACERO,MUJER,PLATA,$16.10,$0.20,$0.08,$0.05,,$16.43,$82.15,130,100,$16.43,$56.79,$41.79,,,01/05/2025,FARO,150,$16.43,$66.79,$20.04,$46.75,$150.00
MXNH42260482|Sd206 plata|US4,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,DELGADO CON BRILLANTITO BLANCO,ACERO,MUJER,PLATA,$16.10,$0.20,$0.08,$0.05,,$16.43,$82.15,130,100,$16.43,$56.79,$41.79,,,,,,$16.43,-$8.22,-$2.46,-$5.75,$0.00
